suite,dimension,function,comparator,test_level,n_pairs,statistic,p_raw,p_holm,outcome,availability
cec2017,10,1,gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,1,agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,1,apgsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,1,fdb-agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,1,atmals-gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,1,egsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,3,gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,3,agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,3,apgsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,3,fdb-agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,3,atmals-gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,3,egsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,4,gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,4,agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,4,apgsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,4,fdb-agsk,per_function_runlevel,51,0.000000e+00,1.814493e-01,9.072467e-01,tie,ok
cec2017,10,4,atmals-gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,4,egsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,5,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,5,agsk,per_function_runlevel,51,1.000000e+01,9.621213e-10,2.597727e-08,win,ok
cec2017,10,5,apgsk,per_function_runlevel,51,2.000000e+00,8.831590e-10,2.296213e-08,win,ok
cec2017,10,5,fdb-agsk,per_function_runlevel,51,2.800000e+01,2.732681e-09,6.558434e-08,win,ok
cec2017,10,5,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,5,egsk,per_function_runlevel,51,1.390000e+02,3.344852e-05,6.689704e-04,win,ok
cec2017,10,6,gsk,per_function_runlevel,51,0.000000e+00,1.426620e-02,1.569281e-01,tie,ok
cec2017,10,6,agsk,per_function_runlevel,51,1.200000e+01,1.681814e-06,3.195447e-05,win,ok
cec2017,10,6,apgsk,per_function_runlevel,51,3.000000e+00,1.523800e-07,2.895221e-06,win,ok
cec2017,10,6,fdb-agsk,per_function_runlevel,51,3.550000e+01,5.309633e-05,7.433487e-04,win,ok
cec2017,10,6,atmals-gsk,per_function_runlevel,51,0.000000e+00,1.426620e-02,1.854605e-01,tie,ok
cec2017,10,6,egsk,per_function_runlevel,51,0.000000e+00,1.426620e-02,1.854605e-01,tie,ok
cec2017,10,7,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,7,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,7,apgsk,per_function_runlevel,51,1.000000e+00,5.649717e-10,1.581921e-08,win,ok
cec2017,10,7,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,7,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,7,egsk,per_function_runlevel,51,1.500000e+01,1.289355e-09,3.481259e-08,win,ok
cec2017,10,8,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,8,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,8,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,8,fdb-agsk,per_function_runlevel,51,1.000000e+01,9.621213e-10,2.501515e-08,win,ok
cec2017,10,8,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,8,egsk,per_function_runlevel,51,1.375000e+02,6.550257e-06,1.441056e-04,win,ok
cec2017,10,9,gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,9,agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,9,apgsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,9,fdb-agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,9,atmals-gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,9,egsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2017,10,10,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,10,agsk,per_function_runlevel,51,3.200000e+01,3.433194e-09,8.926305e-08,win,ok
cec2017,10,10,apgsk,per_function_runlevel,51,3.200000e+01,3.433194e-09,7.896346e-08,win,ok
cec2017,10,10,fdb-agsk,per_function_runlevel,51,5.000000e+01,9.426076e-09,2.073737e-07,win,ok
cec2017,10,10,atmals-gsk,per_function_runlevel,51,5.300000e+01,1.112413e-08,2.002344e-07,win,ok
cec2017,10,10,egsk,per_function_runlevel,51,1.000000e+00,5.649717e-10,1.638418e-08,win,ok
cec2017,10,11,gsk,per_function_runlevel,51,1.500000e+01,7.262863e-01,1.000000e+00,tie,ok
cec2017,10,11,agsk,per_function_runlevel,51,1.300000e+01,6.357251e-04,8.264426e-03,win,ok
cec2017,10,11,apgsk,per_function_runlevel,51,1.300000e+01,1.282065e-08,2.692337e-07,win,ok
cec2017,10,11,fdb-agsk,per_function_runlevel,51,2.100000e+01,4.171188e-07,8.342376e-06,win,ok
cec2017,10,11,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,10,11,egsk,per_function_runlevel,51,0.000000e+00,3.710933e-01,1.000000e+00,tie,ok
